PROJ_NAME	PROJ_LOC	LOCA_ID	LOCA_TYPE	LOCA_FDEO	LOCA_GL	LOCA_NATE	LOCA_NATN	PROJ_ID	GEOL_TOP	GEOL_SUW	GEOL_TOP	GEOL_SUW	GEOL_SUW_LE	GEOL_SUW_BE	GEOL_SUW_HE	GEOL_SU	GEOL_SU	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	LOCA_ID	SCPT_DPTH	SCPT_RES	SCPT_FRES	SCPT_PWP2	SCPT_QT	SCPT_BDEN	SCPT_CPO	SCPT_CPOD	SCPT_QNET	LOCA_ID	IVAN_DPTH	IVAN_TYPE	IVAN_IVAN	IVAN_IVAR	LOCA_ID	IDEN_DPTH	IDEN_MC	LOCA_ID	SPEC_DPTH	TRIT_CU	LOCA_ID	SPEC_DPTH	LLPL_LL	LLPL_PL	LLPL_PI
x	x	x	x	ft	ft	ft	ft	x	ft	pcf	m	kN/m3	kN/m3	kN/m3	kN/m3	psf	kPa	psf	psf	psf	kPa	kPa	kPa	x	m	MPa	MPa	kPa	MPa	pcf	kPa	kPa	kPa	x	x	x	ksf	ksf	x	ft	%	x	ft	kPa	x	ft	%	%	%
PROJ_NAME_x	PROJ_LOC_x	LOCA_ID_x	LOCA_TYPE_x	LOCA_FDEO_ft	LOCA_GL_ft	LOCA_NATE_ft	LOCA_NATN_ft	PROJ_ID_x	GEOL_TOP_ft	GEOL_SUW_pcf	GEOL_TOP_m	GEOL_SUW_kN/m3	GEOL_SUW_LE_kN/m3	GEOL_SUW_BE_kN/m3	GEOL_SUW_HE_kN/m3	GEOL_SU_psf	GEOL_SU_kPa	GEOL_SU_LE_psf	GEOL_SU_BE_psf	GEOL_SU_HE_psf	GEOL_SU_LE_kPa	GEOL_SU_BE_kPa	GEOL_SU_HE_kPa	LOCA_ID_x	SCPT_DPTH_m	SCPT_RES_MPa	SCPT_FRES_MPa	SCPT_PWP2_kPa	SCPT_QT_MPa	SCPT_BDEN_pcf	SCPT_CPO_kPa	SCPT_CPOD_kPa	SCPT_QNET_kPa	LOCA_ID_x	IVAN_DPTH_x	IVAN_TYPE_x	IVAN_IVAN_ksf	IVAN_IVAR_ksf	LOCA_ID_x	IDEN_DPTH_ft	IDEN_MC_%	LOCA_ID_x	SPEC_DPTH_ft	TRIT_CU_kPa	LOCA_ID_x	SPEC_DPTH_ft	LLPL_LL_%	LLPL_PL_%	LLPL_PI_%
																								CPT-74L	26.72	1.05			1.2			507.76	692.24																
																								CPT-74L	26.73	1.05			1.2			507.93	692.07																
																								CPT-74L	26.74	1.05			1.2			508.08	691.92																
																								CPT-74L	26.75	1.05			1.21			508.25	701.75																
																								CPT-74L	26.76	1.05			1.21			508.42	701.58																
																								CPT-74L	26.77	1.05			1.21			508.57	701.43																
																								CPT-74L	26.78	1.05			1.2			508.74	691.26																
																								CPT-74L	26.78	1.05			1.2			508.9	691.1																
																								CPT-74L	26.79	1.04			1.2			509.07	690.93																
																								CPT-74L	26.8	1.05			1.2			509.24	690.76																
																								CPT-74L	26.81	1.05			1.2			509.39	690.61																
																								CPT-74L	26.82	1.05			1.2			509.56	690.44																
																								CPT-74L	26.83	1.05			1.21			509.71	700.29																
																								CPT-74L	26.84	1.05			1.21			509.88	700.12																
																								CPT-74L	26.84	1.05			1.21			510.04	699.96																
																								CPT-74L	26.85	1.05			1.21			510.21	699.79																
																								CPT-74L	26.86	1.05			1.21			510.38	699.62																
																								CPT-74L	26.87	1.05			1.21			510.53	699.47																
																								CPT-74L	26.88	1.06			1.21			510.7	699.3																
																								CPT-74L	26.89	1.06			1.22			510.85	709.15																
																								CPT-74L	26.9	1.07			1.22			511.02	708.98																
																								CPT-74L	26.9	1.07			1.23			511.18	718.82																
																								CPT-74L	26.91	1.07			1.23			511.35	718.65																
																								CPT-74L	26.92	1.07			1.23			511.52	718.48																
																								CPT-74L	26.93	1.07			1.23			511.67	718.33																
																								CPT-74L	26.94	1.07			1.23			511.84	718.16																
																								CPT-74L	26.95	1.07			1.23			511.99	718.01																
																								CPT-74L	26.96	1.07			1.22			512.16	707.84																
																								CPT-74L	26.96	1.07			1.22			512.33	707.67																
																								CPT-74L	26.97	1.06			1.21			512.49	697.51																
																								CPT-74L	26.98	1.06			1.21			512.66	697.34																
																								CPT-74L	26.99	1.05			1.21			512.81	697.19																
																								CPT-74L	27	1.06			1.21			512.98	697.02																
																								CPT-74L	27.01	1.05			1.21			513.13	696.87																
																								CPT-74L	27.02	1.06			1.21			513.3	696.7																
																								CPT-74L	27.02	1.05			1.21			513.47	696.53																
																								CPT-74L	27.03	1.06			1.21			513.63	696.37																
																								CPT-74L	27.04	1.06			1.22			513.8	706.2																
																								CPT-74L	27.05	1.06			1.22			513.95	706.05																
																								CPT-74L	27.06	1.06			1.22			514.12	705.88																
																								CPT-74L	27.07	1.06			1.22			514.27	705.73																
																								CPT-74L	27.08	1.06			1.22			514.44	705.56																
																								CPT-74L	27.09	1.06			1.22			514.61	705.39																
																								CPT-74L	27.09	1.06			1.22			514.77	705.23																
																								CPT-74L	27.1	1.06			1.22			514.94	705.06																
																								CPT-74L	27.11	1.06			1.22			515.09	704.91																
																								CPT-74L	27.12	1.06			1.22			515.26	704.74																
																								CPT-74L	27.13	1.07			1.23			515.41	714.59																
																								CPT-74L	27.14	1.07			1.23			515.58	714.42																
																								CPT-74L	27.14	1.07			1.23			515.75	714.25																
																								CPT-74L	27.15	1.07			1.23			515.91	714.09																
																								CPT-74L	27.16	1.08			1.23			516.08	713.92																
																								CPT-74L	27.17	1.07			1.23			516.23	713.77																
																								CPT-74L	27.18	1.07			1.23			516.4	713.6																
																								CPT-74L	27.19	1.07			1.23			516.57	713.43																
																								CPT-74L	27.2	1.07			1.23			516.72	713.28																
																								CPT-74L	27.2	1.07			1.23			516.89	713.11																
																								CPT-74L	27.21	1.07			1.23			517.05	712.95																
																								CPT-74L	27.22	1.07			1.23			517.22	712.78																
																								CPT-74L	27.23	1.07			1.23			517.37	712.63																
																								CPT-74L	27.24	1.07			1.23			517.54	712.46																
																								CPT-74L	27.25	1.07			1.24			517.71	722.29																
																								CPT-74L	27.26	1.08			1.24			517.86	722.14																
																								CPT-74L	27.27	1.08			1.24			518.03	721.97																
																								CPT-74L	27.27	1.08			1.24			518.19	721.81																
																								CPT-74L	27.28	1.08			1.24			518.36	721.64																
																								CPT-74L	27.29	1.08			1.24			518.51	721.49																
																								CPT-74L	27.3	1.08			1.24			518.68	721.32																
																								CPT-74L	27.31	1.08			1.24			518.85	721.15																
																								CPT-74L	27.32	1.09			1.24			519	721																
																								CPT-74L	27.32	1.1			1.25			519.17	730.83																
																								CPT-74L	27.33	1.1			1.26			519.33	740.67																
																								CPT-74L	27.34	1.11			1.26			519.5	740.5																
																								CPT-74L	27.35	1.11			1.27			519.65	750.35																
																								CPT-74L	27.36	1.12			1.28			519.82	760.18																
																								CPT-74L	27.37	1.13			1.29			519.99	770.01																
																								CPT-74L	27.38	1.13			1.29			520.14	769.86																
																								CPT-74L	27.39	1.13			1.29			520.31	769.69																
																								CPT-74L	27.39	1.13			1.28			520.47	759.53																
																								CPT-74L	27.4	1.11			1.27			520.64	749.36																
																								CPT-74L	27.41	1.11			1.27			520.81	749.19																
																								CPT-74L	27.42	1.11			1.27			520.96	749.04																
																								CPT-74L	27.43	1.11			1.27			521.13	748.87																
																								CPT-74L	27.44	1.11			1.26			521.28	738.72																
																								CPT-74L	27.45	1.1			1.26			521.45	738.55																
																								CPT-74L	27.45	1.1			1.26			521.61	738.39																
																								CPT-74L	27.46	1.11			1.26			521.78	738.22																
																								CPT-74L	27.47	1.11			1.26			521.95	738.05																
																								CPT-74L	27.48	1.11			1.27			522.1	747.9																
																								CPT-74L	27.49	1.12			1.27			522.27	747.73																
																								CPT-74L	27.5	1.12			1.28			522.42	757.58																
																								CPT-74L	27.5	1.13			1.28			522.59	757.41																
																								CPT-74L	27.51	1.13			1.29			522.75	767.25																
																								CPT-74L	27.52	1.14			1.3			522.92	777.08																
																								CPT-74L	27.53	1.15			1.3			523.09	776.91																
																								CPT-74L	27.54	1.15			1.31			523.24	786.76																
																								CPT-74L	27.55	1.15			1.31			523.41	786.59																
																								CPT-74L	27.56	1.15			1.31			523.56	786.44																
																								CPT-74L	27.57	1.15			1.31			523.73	786.27																
																								CPT-74L	27.57	1.15			1.3			523.91	776.09																
																								CPT-74L	27.58	1.14			1.3			524.06	775.94																
																								CPT-74L	27.59	1.14			1.3			524.23	775.77																
																								CPT-74L	27.6	1.14			1.29			524.38	765.62																
																								CPT-74L	27.61	1.14			1.29			524.55	765.45																
																								CPT-74L	27.62	1.13			1.29			524.7	765.3																
																								CPT-74L	27.63	1.13			1.29			524.87	765.13																
																								CPT-74L	27.63	1.13			1.29			525.05	764.95																
																								CPT-74L	27.64	1.13			1.28			525.2	754.8																
																								CPT-74L	27.65	1.12			1.28			525.37	754.63																
																								CPT-74L	27.66	1.12			1.28			525.52	754.48																
																								CPT-74L	27.67	1.12			1.28			525.69	754.31																
																								CPT-74L	27.68	1.12			1.28			525.84	754.16																
																								CPT-74L	27.68	1.12			1.28			526.01	753.99																
																								CPT-74L	27.69	1.12			1.28			526.19	753.81																
																								CPT-74L	27.7	1.12			1.28			526.34	753.66																
																								CPT-74L	27.71	1.12			1.28			526.51	753.49																
																								CPT-74L	27.72	1.12			1.28			526.66	753.34																
																								CPT-74L	27.73	1.12			1.28			526.83	753.17																
																								CPT-74L	27.74	1.12			1.28			526.98	753.02																
																								CPT-74L	27.75	1.13			1.28			527.15	752.85																
																								CPT-74L	27.75	1.12			1.28			527.33	752.67																
																								CPT-74L	27.76	1.12			1.28			527.48	752.52																
																								CPT-74L	27.77	1.12			1.28			527.65	752.35																
																								CPT-74L	27.78	1.12			1.28			527.8	752.2																
																								CPT-74L	27.79	1.12			1.28			527.97	752.03																
																								CPT-74L	27.8	1.12			1.28			528.14	751.86																
																								CPT-74L	27.8	1.12			1.28			528.29	751.71																
																								CPT-74L	27.81	1.12			1.28			528.47	751.53																
																								CPT-74L	27.82	1.12			1.28			528.62	751.38																
																								CPT-74L	27.83	1.12			1.28			528.79	751.21																
																								CPT-74L	27.84	1.12			1.27			528.94	741.06																
																								CPT-74L	27.85	1.11			1.27			529.11	740.89																
																								CPT-74L	27.86	1.11			1.27			529.28	740.72																
																								CPT-74L	27.86	1.11			1.27			529.43	740.57																
																								CPT-74L	27.87	1.11			1.27			529.61	740.39																
																								CPT-74L	27.88	1.12			1.28			529.76	750.24																
																								CPT-74L	27.89	1.12			1.28			529.93	750.07																
																								CPT-74L	27.9	1.12			1.28			530.08	749.92																
																								CPT-74L	27.91	1.12			1.28			530.25	749.75																
																								CPT-74L	27.92	1.12			1.28			530.42	749.58																
																								CPT-74L	27.93	1.12			1.28			530.57	749.43																
																								CPT-74L	27.93	1.12			1.28			530.75	749.25																
																								CPT-74L	27.94	1.12			1.28			530.9	749.1																
																								CPT-74L	27.95	1.12			1.28			531.07	748.93																
																								CPT-74L	27.96	1.12			1.28			531.24	748.76																
																								CPT-74L	27.97	1.11			1.28			531.39	748.61																
																								CPT-74L	27.98	1.12			1.28			531.56	748.44																
																								CPT-74L	27.98	1.11			1.27			531.71	738.29																
																								CPT-74L	27.99	1.11			1.27			531.89	738.11																
																								CPT-74L	28	1.11			1.27			532.04	737.96																
																								CPT-74L	28.01	1.11			1.27			532.21	737.79																
																								CPT-74L	28.02	1.11			1.27			532.38	737.62																
																								CPT-74L	28.03	1.11			1.27			532.53	737.47																
																								CPT-74L	28.04	1.12			1.28			532.7	747.3																
																								CPT-74L	28.05	1.12			1.28			532.85	747.15																
																								CPT-74L	28.05	1.12			1.28			533.03	746.97																
																								CPT-74L	28.06	1.12			1.29			533.18	756.82																
																								CPT-74L	28.07	1.12			1.29			533.35	756.65																
																								CPT-74L	28.08	1.12			1.29			533.52	756.48																
																								CPT-74L	28.09	1.12			1.28			533.67	746.33																
																								CPT-74L	28.1	1.12			1.28			533.84	746.16																
																								CPT-74L	28.11	1.12			1.29			533.99	756.01																
																								CPT-74L	28.11	1.13			1.29			534.17	755.83																
																								CPT-74L	28.12	1.12			1.29			534.32	755.68																
																								CPT-74L	28.13	1.13			1.29			534.49	755.51																
																								CPT-74L	28.14	1.13			1.29			534.66	755.34																
																								CPT-74L	28.15	1.12			1.28			534.81	745.19																
																								CPT-74L	28.16	1.12			1.28			534.98	745.02																
																								CPT-74L	28.16	1.12			1.28			535.13	744.87																
																								CPT-74L	28.17	1.12			1.28			535.31	744.69																
																								CPT-74L	28.18	1.12			1.28			535.48	744.52																
																								CPT-74L	28.19	1.12			1.28			535.63	744.37																
																								CPT-74L	28.2	1.12			1.28			535.8	744.2																
																								CPT-74L	28.21	1.12			1.28			535.95	744.05																
																								CPT-74L	28.22	1.12			1.28			536.12	743.88																
																								CPT-74L	28.23	1.11			1.28			536.27	743.73																
																								CPT-74L	28.23	1.11			1.28			536.45	743.55																
																								CPT-74L	28.24	1.12			1.28			536.62	743.38																
																								CPT-74L	28.25	1.12			1.28			536.77	743.23																
																								CPT-74L	28.26	1.12			1.28			536.94	743.06																
																								CPT-74L	28.27	1.12			1.28			537.09	742.91																
																								CPT-74L	28.28	1.12			1.28			537.26	742.74																
																								CPT-74L	28.29	1.11			1.28			537.41	742.59																
																								CPT-74L	28.29	1.11			1.28			537.59	742.41																
																								CPT-74L	28.3	1.12			1.28			537.76	742.24																
																								CPT-74L	28.31	1.11			1.28			537.91	742.09																
																								CPT-74L	28.32	1.12			1.28			538.08	741.92																
																								CPT-74L	28.33	1.12			1.28			538.23	741.77																
																								CPT-74L	28.34	1.12			1.28			538.4	741.6																
																								CPT-74L	28.35	1.12			1.28			538.57	741.43																
																								CPT-74L	28.35	1.12			1.28			538.73	741.27																
																								CPT-74L	28.36	1.11			1.28			538.9	741.1																
																								CPT-74L	28.37	1.11			1.28			539.05	740.95																
																								CPT-74L	28.38	1.12			1.28			539.22	740.78																
																								CPT-74L	28.39	1.12			1.29			539.37	750.63																
																								CPT-74L	28.4	1.12			1.29			539.54	750.46																
																								CPT-74L	28.41	1.12			1.29			539.71	750.29																
																								CPT-74L	28.41	1.12			1.29			539.87	750.13																
																								CPT-74L	28.42	1.12			1.29			540.04	749.96																
																								CPT-74L	28.43	1.12			1.29			540.19	749.81																
																								CPT-74L	28.44	1.12			1.29			540.36	749.64																
																								CPT-74L	28.45	1.12			1.29			540.51	749.49																
																								CPT-74L	28.46	1.13			1.29			540.68	749.32																
																								CPT-74L	28.47	1.13			1.29			540.85	749.15																
																								CPT-74L	28.47	1.13			1.29			541.01	748.99																
																								CPT-74L	28.48	1.13			1.3			541.18	758.82																
																								CPT-74L	28.49	1.13			1.3			541.33	758.67																
																								CPT-74L	28.5	1.13			1.3			541.5	758.5																
																								CPT-74L	28.51	1.13			1.3			541.65	758.35																
																								CPT-74L	28.52	1.13			1.29			541.82	748.18																
																								CPT-74L	28.53	1.13			1.3			541.99	758.01																
																								CPT-74L	28.53	1.13			1.3			542.15	757.85																
																								CPT-74L	28.54	1.13			1.3			542.32	757.68																
																								CPT-74L	28.55	1.13			1.3			542.47	757.53																
																								CPT-74L	28.56	1.13			1.3			542.64	757.36																
																								CPT-74L	28.57	1.13			1.3			542.81	757.19																
																								CPT-74L	28.58	1.13			1.3			542.96	757.04																
																								CPT-74L	28.59	1.13			1.3			543.13	756.87																
																								CPT-74L	28.59	1.13			1.3			543.29	756.71																
																								CPT-74L	28.6	1.13			1.3			543.46	756.54																
																								CPT-74L	28.61	1.13			1.3			543.61	756.39																
																								CPT-74L	28.62	1.12			1.29			543.78	746.22																
																								CPT-74L	28.63	1.13			1.29			543.95	746.05																
																								CPT-74L	28.64	1.12			1.29			544.1	745.9																
																								CPT-74L	28.65	1.12			1.29			544.27	745.73																
																								CPT-74L	28.65	1.12			1.29			544.43	745.57																
																								CPT-74L	28.66	1.12			1.29			544.6	745.4																
																								CPT-74L	28.67	1.12			1.29			544.75	745.25																
																								CPT-74L	28.68	1.12			1.29			544.92	745.08																
																								CPT-74L	28.69	1.13			1.29			545.09	744.91																
																								CPT-74L	28.7	1.13			1.29			545.24	744.76																
																								CPT-74L	28.71	1.12			1.3			545.41	754.59																
																								CPT-74L	28.71	1.13			1.3			545.57	754.43																
																								CPT-74L	28.72	1.13			1.3			545.74	754.26																
																								CPT-74L	28.73	1.13			1.3			545.91	754.09																
																								CPT-74L	28.74	1.13			1.3			546.06	753.94																
																								CPT-74L	28.75	1.12			1.29			546.23	743.77																
																								CPT-74L	28.76	1.12			1.29			546.38	743.62																
																								CPT-74L	28.77	1.12			1.29			546.55	743.45																
																								CPT-74L	28.77	1.12			1.29			546.71	743.29																
																								CPT-74L	28.78	1.12			1.29			546.88	743.12																
																								CPT-74L	28.79	1.13			1.29			547.05	742.95																
																								CPT-74L	28.8	1.13			1.3			547.2	752.8																
																								CPT-74L	28.81	1.13			1.3			547.37	752.63																
																								CPT-74L	28.82	1.13			1.3			547.52	752.48																
																								CPT-74L	28.83	1.13			1.3			547.69	752.31																
																								CPT-74L	28.83	1.13			1.3			547.85	752.15																
																								CPT-74L	28.84	1.13			1.3			548.02	751.98																
																								CPT-74L	28.85	1.13			1.3			548.19	751.81																
																								CPT-74L	28.86	1.13			1.3			548.34	751.66																
																								CPT-74L	28.87	1.13			1.3			548.51	751.49																
																								CPT-74L	28.88	1.13			1.3			548.66	751.34																
																								CPT-74L	28.89	1.13			1.3			548.83	751.17																
																								CPT-74L	28.89	1.13			1.3			548.99	751.01																
																								CPT-74L	28.9	1.13			1.31			549.16	760.84																
																								CPT-74L	28.91	1.14			1.31			549.33	760.67																
																								CPT-74L	28.92	1.14			1.31			549.48	760.52																
																								CPT-74L	28.93	1.14			1.31			549.65	760.35																
																								CPT-74L	28.94	1.14			1.31			549.8	760.2																
																								CPT-74L	28.95	1.14			1.31			549.97	760.03																
																								CPT-74L	28.95	1.14			1.31			550.14	759.86																
																								CPT-74L	28.96	1.14			1.31			550.3	759.7																
																								CPT-74L	28.97	1.14			1.32			550.47	769.53																
																								CPT-74L	28.98	1.15			1.32			550.62	769.38																
																								CPT-74L	28.99	1.15			1.32			550.79	769.21																
																								CPT-74L	29	1.15			1.32			550.94	769.06																
																								CPT-74L	29.01	1.15			1.32			551.11	768.89																
																								CPT-74L	29.02	1.15			1.32			551.28	768.72																
																								CPT-74L	29.02	1.15			1.32			551.44	768.56																
																								CPT-74L	29.03	1.15			1.33			551.61	778.39																
																								CPT-74L	29.04	1.16			1.33			551.76	778.24																
																								CPT-74L	29.05	1.15			1.33			551.93	778.07																
																								CPT-74L	29.06	1.16			1.33			552.08	777.92																
																								CPT-74L	29.07	1.15			1.33			552.25	777.75																
																								CPT-74L	29.07	1.15			1.32			552.42	767.58																
																								CPT-74L	29.08	1.15			1.32			552.58	767.42																
																								CPT-74L	29.09	1.14			1.32			552.75	767.25																
																								CPT-74L	29.1	1.14			1.32			552.9	767.1																
																								CPT-74L	29.11	1.14			1.32			553.07	766.93																
																								CPT-74L	29.12	1.14			1.31			553.24	756.76																
																								CPT-74L	29.13	1.14			1.31			553.39	756.61																
																								CPT-74L	29.14	1.14			1.31			553.56	756.44																
																								CPT-74L	29.14	1.13			1.31			553.72	756.28																
																								CPT-74L	29.15	1.13			1.3			553.89	746.11																
																								CPT-74L	29.16	1.13			1.3			554.04	745.96																
																								CPT-74L	29.17	1.13			1.3			554.21	745.79																
																								CPT-74L	29.18	1.13			1.3			554.38	745.62																
																								CPT-74L	29.19	1.13			1.3			554.53	745.47																
																								CPT-74L	29.2	1.13			1.3			554.7	745.3																
																								CPT-74L	29.2	1.13			1.3			554.86	745.14																
																								CPT-74L	29.21	1.13			1.31			555.03	754.97																
																								CPT-74L	29.22	1.13			1.31			555.18	754.82																
																								CPT-74L	29.23	1.13			1.31			555.35	754.65																
																								CPT-74L	29.24	1.13			1.31			555.52	754.48																
																								CPT-74L	29.25	1.13			1.31			555.67	754.33																
																								CPT-74L	29.25	1.14			1.31			555.84	754.16																
																								CPT-74L	29.26	1.14			1.31			556	754																
																								CPT-74L	29.27	1.14			1.31			556.17	753.83																
																								CPT-74L	29.28	1.14			1.31			556.32	753.68																
																								CPT-74L	29.29	1.14			1.31			556.49	753.51																
																								CPT-74L	29.3	1.14			1.31			556.66	753.34																
																								CPT-74L	29.31	1.14			1.31			556.81	753.19																
																								CPT-74L	29.32	1.14			1.31			556.98	753.02																
																								CPT-74L	29.32	1.14			1.31			557.14	752.86																
																								CPT-74L	29.33	1.14			1.32			557.31	762.69																
																								CPT-74L	29.34	1.14			1.32			557.48	762.52																
																								CPT-74L	29.35	1.14			1.32			557.63	762.37																
																								CPT-74L	29.36	1.14			1.32			557.8	762.2																
																								CPT-74L	29.37	1.14			1.32			557.95	762.05																
																								CPT-74L	29.38	1.14			1.32			558.12	761.88																
																								CPT-74L	29.38	1.14			1.32			558.28	761.72																
																								CPT-74L	29.39	1.14			1.32			558.45	761.55																
																								CPT-74L	29.4	1.14			1.32			558.62	761.38																
																								CPT-74L	29.41	1.15			1.32			558.77	761.23																
																								CPT-74L	29.42	1.15			1.32			558.94	761.06																
																								CPT-74L	29.43	1.15			1.33			559.09	770.91																
																								CPT-74L	29.43	1.15			1.33			559.26	770.74																
																								CPT-74L	29.44	1.15			1.33			559.42	770.58																
																								CPT-74L	29.45	1.15			1.33			559.59	770.41																
																								CPT-74L	29.46	1.15			1.33			559.76	770.24																
																								CPT-74L	29.47	1.15			1.33			559.91	770.09																
																								CPT-74L	29.48	1.16			1.33			560.08	769.92																
																								CPT-74L	29.49	1.16			1.34			560.23	779.77																
																								CPT-74L	29.5	1.16			1.34			560.4	779.6																
																								CPT-74L	29.5	1.16			1.34			560.56	779.44																
																								CPT-74L	29.51	1.16			1.34			560.73	779.27																
																								CPT-74L	29.52	1.16			1.34			560.9	779.1																
																								CPT-74L	29.53	1.16			1.34			561.05	778.95																
																								CPT-74L	29.54	1.16			1.34			561.22	778.78																
																								CPT-74L	29.55	1.16			1.34			561.37	778.63																
																								CPT-74L	29.55	1.17			1.35			561.54	788.46																
																								CPT-74L	29.56	1.16			1.35			561.72	788.28																
																								CPT-74L	29.57	1.17			1.35			561.87	788.13																
																								CPT-74L	29.58	1.17			1.35			562.04	787.96																
																								CPT-74L	29.59	1.17			1.35			562.19	787.81																
																								CPT-74L	29.6	1.17			1.35			562.36	787.64																
																								CPT-74L	29.61	1.17			1.36			562.51	797.49																
																								CPT-74L	29.61	1.18			1.36			562.68	797.32																
																								CPT-74L	29.62	1.17			1.36			562.86	797.14																
																								CPT-74L	29.63	1.17			1.36			563.01	796.99																
																								CPT-74L	29.64	1.17			1.36			563.18	796.82																
																								CPT-74L	29.65	1.17			1.36			563.33	796.67																
																								CPT-74L	29.66	1.17			1.36			563.5	796.5																
																								CPT-74L	29.67	1.18			1.36			563.65	796.35																
																								CPT-74L	29.68	1.18			1.36			563.82	796.18																
																								CPT-74L	29.68	1.17			1.36			564	796																
																								CPT-74L	29.69	1.17			1.36			564.15	795.85																
																								CPT-74L	29.7	1.17			1.36			564.32	795.68																
																								CPT-74L	29.71	1.17			1.36			564.47	795.53																
																								CPT-74L	29.72	1.17			1.36			564.64	795.36																
																								CPT-74L	29.73	1.17			1.35			564.81	785.19																
																								CPT-74L	29.73	1.17			1.35			564.96	785.04																
																								CPT-74L	29.74	1.17			1.35			565.14	784.86																
																								CPT-74L	29.75	1.17			1.35			565.29	784.71																
																								CPT-74L	29.76	1.17			1.36			565.46	794.54																
																								CPT-74L	29.77	1.17			1.36			565.61	794.39																
																								CPT-74L	29.78	1.17			1.36			565.78	794.22																
																								CPT-74L	29.79	1.17			1.36			565.95	794.05																
																								CPT-74L	29.8	1.17			1.36			566.1	793.9																
																								CPT-74L	29.8	1.18			1.36			566.28	793.72																
																								CPT-74L	29.81	1.18			1.36			566.43	793.57																
																								CPT-74L	29.82	1.18			1.37			566.6	803.4																
																								CPT-74L	29.83	1.18			1.37			566.75	803.25																
																								CPT-74L	29.84	1.18			1.37			566.92	803.08																
																								CPT-74L	29.85	1.19			1.37			567.09	802.91																
																								CPT-74L	29.86	1.18			1.37			567.24	802.76																
																								CPT-74L	29.86	1.18			1.37			567.42	802.58																
																								CPT-74L	29.87	1.19			1.37			567.57	802.43																
																								CPT-74L	29.88	1.19			1.37			567.74	802.26																
																								CPT-74L	29.89	1.19			1.37			567.89	802.11																
																								CPT-74L	29.9	1.19			1.37			568.06	801.94																
																								CPT-74L	29.91	1.19			1.37			568.23	801.77																
																								CPT-74L	29.91	1.19			1.37			568.38	801.62																
																								CPT-74L	29.92	1.19			1.37			568.56	801.44																
																								CPT-74L	29.93	1.19			1.37			568.71	801.29																
																								CPT-74L	29.94	1.19			1.37			568.88	801.12																
																								CPT-74L	29.95	1.19			1.37			569.05	800.95																
																								CPT-74L	29.96	1.19			1.37			569.2	800.8																
																								CPT-74L	29.97	1.19			1.37			569.37	800.63																
																								CPT-74L	29.98	1.19			1.38			569.52	810.48																
																								CPT-74L	29.98	1.2			1.38			569.7	810.3																
																								CPT-74L	29.99	1.2			1.38			569.85	810.15																
																								CPT-74L	30	1.2			1.39			570.02	819.98																
																								CPT-74L	30.01	1.2			1.38			570.19	809.81																
																								CPT-74L	30.02	1.2			1.38			570.34	809.66																
																								CPT-74L	30.03	1.2			1.39			570.51	819.49																
																								CPT-74L	30.04	1.2			1.39			570.66	819.34																
																								CPT-74L	30.04	1.21			1.39			570.84	819.16																
																								CPT-74L	30.05	1.21			1.4			570.99	829.01																
																								CPT-74L	30.06	1.21			1.4			571.16	828.84																
																								CPT-74L	30.07	1.21			1.4			571.33	828.67																
																								CPT-74L	30.08	1.21			1.39			571.48	818.52																
																								CPT-74L	30.09	1.21			1.39			571.65	818.35																
																								CPT-74L	30.09	1.21			1.39			571.8	818.2																
																								CPT-74L	30.1	1.2			1.39			571.98	818.02																
																								CPT-74L	30.11	1.2			1.38			572.15	807.85																
																								CPT-74L	30.12	1.19			1.38			572.3	807.7																
																								CPT-74L	30.13	1.19			1.38			572.47	807.53																
																								CPT-74L	30.14	1.2			1.38			572.62	807.38																
																								CPT-74L	30.15	1.2			1.38			572.79	807.21																
																								CPT-74L	30.16	1.2			1.38			572.94	807.06																
																								CPT-74L	30.16	1.2			1.39			573.12	816.88																
																								CPT-74L	30.17	1.21			1.39			573.29	816.71																
																								CPT-74L	30.18	1.2			1.39			573.44	816.56																
																								CPT-74L	30.19	1.2			1.39			573.61	816.39																
																								CPT-74L	30.2	1.2			1.39			573.76	816.24																
																								CPT-74L	30.21	1.2			1.39			573.93	816.07																
																								CPT-74L	30.21	1.2			1.39			574.08	815.92																
																								CPT-74L	30.22	1.2			1.39			574.26	815.74																
																								CPT-74L	30.23	1.2			1.39			574.43	815.57																
																								CPT-74L	30.24	1.2			1.39			574.58	815.42																
																								CPT-74L	30.25	1.21			1.39			574.75	815.25																
																								CPT-74L	30.26	1.21			1.4			574.9	825.1																
																								CPT-74L	30.27	1.21			1.4			575.07	824.93																
																								CPT-74L	30.27	1.22			1.4			575.22	824.78																
																								CPT-74L	30.28	1.22			1.4			575.4	824.6																
																								CPT-74L	30.29	1.22			1.4			575.57	824.43																
																								CPT-74L	30.3	1.21			1.4			575.72	824.28																
																								CPT-74L	30.31	1.22			1.4			575.89	824.11																
																								CPT-74L	30.32	1.21			1.4			576.04	823.96																
																								CPT-74L	30.33	1.22			1.4			576.21	823.79																
																								CPT-74L	30.34	1.22			1.4			576.38	823.62																
																								CPT-74L	30.34	1.22			1.4			576.54	823.46																
																								CPT-74L	30.35	1.22			1.4			576.71	823.29																
																								CPT-74L	30.36	1.22			1.4			576.86	823.14																
